MSV,Class,Subject
20003876,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 6', 'POL1001 5']","['EVF2032', 'EVF2007', 'POL1001', 'BIO3191', 'BIO3190', 'EVS4071']"
20003880,"['HIS1056 6', 'MAT2403 1', 'MAT3379', 'MAT3381', 'MAT3514 1', 'PHI1002 11', 'PHY1103 10']","['PHY1103', 'MAT3381', 'MAT3514', 'MAT3379', 'HIS1056', 'PHI1002', 'MAT2403']"
20003882,"['PHY2004 2QTL', 'PHY2304E QTL', 'PHY3163 2QTL', 'PHY3605E QTL']","['PHY2004', 'PHY2304E', 'PHY3605E', 'PHY3163']"
20003889,"['HIS1001 6', 'PHY1108 3', 'PHY2500 1']","['HIS1001', 'PHY2500', 'PHY1108']"
20003892,"['PHY2004 2QTL', 'PHY2304E QTL', 'PHY3163 2QTL', 'PHY3605E QTL']","['PHY2004', 'PHY2304E', 'PHY3605E', 'PHY3163']"
20003895,"['EVS2109', 'EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5', 'EVS3242 2', 'EVS3453', 'EVS3455', 'EVS3459 TTKHMT', 'EVS3460', 'EVS3464 CLCCNKTMT']","['EVS3459', 'EVS3453', 'EVS3460', 'EVS3240', 'EVS2109', 'EVS3242', 'EVS3232', 'EVS3455', 'EVS3464']"
20003897,"['CHE2110E TTH', 'CHE2113 2TTH', 'CHE2118E TTH', 'CHE2119 1TNH', 'CHE2119 2TTH', 'PHY1161 2TTH', 'PHY2000 1', 'PHY2000 2', 'PHY2000 3', 'PHY2000 4TNL', 'PHY2000E QTL']","['CHE2118E', 'PHY2000', 'CHE2113', 'PHY2000E', 'PHY1161', 'CHE2110E', 'CHE2119']"
20003904,"['BIO2203 3', 'BIO2204 2', 'MAT1101 1', 'POL1001 4']","['BIO2204', 'MAT1101', 'POL1001', 'BIO2203']"
20003909,"['BIO2203 5', 'BIO3258 3', 'CHE1081 2', 'HIS1001 12', 'MAT1101 9', 'PHY1100 14', 'POL1001 5']","['PHY1100', 'POL1001', 'BIO2203', 'MAT1101', 'HIS1001', 'CHE1081', 'BIO3258']"
20003911,"['CHE1052', 'CHE1054 10', 'CHE1054 11', 'CHE1054 12', 'CHE1054 13', 'CHE1054 14', 'CHE1054 15', 'CHE1054 1CLCHD', 'CHE1054 2CLCHD', 'CHE1054 3CLCHD', 'CHE1054 4CLCHD', 'CHE1054 5CLCCNKTHH', 'CHE1054 9', 'CHE1091 1', 'CHE2114', 'HIS1001 11', 'MAT1101 3', 'PHI1002 5']","['CHE2114', 'CHE1052', 'MAT1101', 'CHE1054', 'CHE1091', 'HIS1001', 'PHI1002']"
20003918,"['BIO2127 2CLCCNS', 'BIO2400E 3CLCCNS', 'BIO3182 3CLCCNS', 'BIO3356 2CLCCNS', 'BIO3803E 3CLCCNS', 'CHE1057 5CLCCNS', 'HIS1001 5', 'POL1001 11']","['BIO3356', 'BIO3803E', 'BIO2127', 'POL1001', 'BIO3182', 'CHE1057', 'BIO2400E', 'HIS1001']"
20003921,"['HIS1001 10', 'PHY2304 7', 'PHY2502 2', 'PHY3302', 'PHY3609 2', 'PHY3610 1', 'PHY3610 2', 'PHY3610 3', 'PHY3610 4TNL', 'PHY3610E QTL', 'PHY3623 1', 'PHY3623 2', 'PHY3624 1']","['PHY3610', 'PHY3610E', 'PHY3624', 'PHY3623', 'PHY3302', 'PHY2502', 'PHY3609', 'HIS1001', 'PHY2304']"
20003943,"['BIO2400E 3CLCCNS', 'BIO3182 3CLCCNS', 'BIO3356 3CLCCNS', 'BIO3803E 3CLCCNS', 'CHE1057 5CLCCNS', 'POL1001 2']","['BIO3356', 'BIO3803E', 'POL1001', 'BIO3182', 'CHE1057', 'BIO2400E']"
20003945,"['PHY2304 7', 'PHY2502 1', 'PHY3302', 'PHY3609 1', 'PHY3624 1']","['PHY3624', 'PHY3302', 'PHY2502', 'PHY3609', 'PHY2304']"
20003951,"['BIO3258E QTS', 'BIO3401E QTS', 'BIO3403E QTS', 'BIO3405E QTS', 'BIO3411 CLCCNS', 'CHE1057 7QTS', 'CHE1058 1', 'CHE1058 10CLCHD', 'CHE1058 11CLCHD', 'CHE1058 12CLCHD', 'CHE1058 2', 'CHE1058 3', 'CHE1058 4', 'CHE1058 5', 'CHE1058 6', 'CHE1058 7CLCCNH', 'CHE1058 8CLCCNH', 'CHE1058 9CLCHD', 'CHE1062 1', 'CHE1062 2', 'CHE1062 3', 'CHE1062 4', 'CHE1062 5CLCHD', 'CHE1062 6CLCHD', 'CHE1062 7CLCHD', 'CHE1062 8CLCHD', 'CHE1062 9CLCHD', 'HIS1001 7']","['HIS1001', 'BIO3401E', 'CHE1057', 'BIO3405E', 'BIO3403E', 'CHE1058', 'CHE1062', 'BIO3411', 'BIO3258E']"
20003966,"['HIS1001 5', 'PHY2206 1', 'PHY2304 4', 'PHY2310', 'PHY2404 TNL', 'PHY3302', 'POL1001 11']","['PHY2310', 'PHY2206', 'POL1001', 'PHY3302', 'PHY2304', 'HIS1001', 'PHY2404']"
20003968,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 2', 'HIS1001 5', 'PHI1002 6']","['EVF2032', 'EVF2007', 'BIO3191', 'BIO3190', 'EVS4071', 'HIS1001', 'PHI1002']"
20003974,"['CHE1080 2', 'GEO2319', 'GEO2320 2', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'PHI1002 10']","['GEO3305', 'GEO3304', 'CHE1080', 'GEO2319', 'GEO3266', 'PHI1002', 'GEO3263', 'GEO2320']"
20003975,"['HMO2201', 'HMO3181', 'HMO3302', 'HMO3303', 'PHI1002 5', 'POL1001 11']","['HMO3181', 'POL1001', 'HMO2201', 'HMO3303', 'HMO3302', 'PHI1002']"
20003989,"['GEO1050 6', 'HIS1001 4', 'MAT2403 2', 'MAT3506', 'MAT3514 1']","['GEO1050', 'MAT3514', 'HIS1001', 'MAT3506', 'MAT2403']"
20004004,"['EVS2301 1', 'EVS3241', 'EVS3250 2', 'EVS4071 1']","['EVS3241', 'EVS2301', 'EVS3250', 'EVS4071']"
20004005,"['HIS1001 4', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317 1', 'MAT2317 2', 'MAT3365', 'MAT3372', 'MAT3500 2', 'POL1001 2']","['MAT2315E', 'MAT2315', 'MAT3372', 'MAT3500', 'POL1001', 'HIS1001', 'MAT3365', 'MAT2317', 'MAT2314']"
20004017,"['CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 4CLCHD', 'CHE3301 1CLCHD', 'CHE3301 2CLCHD', 'CHE3301 3CLCHD', 'CHE3301 4CLCHD', 'CHE3301 5CLCHD', 'CHE3301 6CLCCNH', 'CHE3302 1CLCHD', 'POL1001 10']","['CHE3301', 'POL1001', 'CHE3300', 'CHE3302', 'CHE2114E', 'CHE1075E']"
20004025,"['PHY2304 7', 'PHY2502 2', 'PHY3302', 'PHY3609 2', 'PHY3610 1', 'PHY3610 2', 'PHY3610 3', 'PHY3610 4TNL', 'PHY3610E QTL', 'PHY3623 1', 'PHY3623 2', 'PHY3624 1']","['PHY3610', 'PHY3610E', 'PHY3624', 'PHY3623', 'PHY3302', 'PHY2502', 'PHY3609', 'PHY2304']"
20004032,"['HIS1001 8', 'MAT2403 2', 'MAT3506', 'MAT3514 1', 'PHI1002 6']","['MAT3514', 'PHI1002', 'HIS1001', 'MAT3506', 'MAT2403']"
20004034,"['HIS1001 1', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317 1', 'MAT2317 2', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507', 'PHI1002 3']","['MAT2315E', 'MAT2315', 'MAT3372', 'MAT3507', 'MAT2406', 'PHI1002', 'HIS1001', 'MAT3365', 'MAT2317', 'MAT2314']"
20004047,"['HMO2201', 'HMO3181', 'HMO3302', 'HMO3303', 'PHI1002 5', 'POL1001 11']","['HMO3181', 'POL1001', 'HMO2201', 'HMO3303', 'HMO3302', 'PHI1002']"
20004055,"['CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 3CLCHD', 'CHE3302 1CLCHD', 'PHI1002 2']","['CHE3300', 'CHE3302', 'CHE2114E', 'PHI1002', 'CHE1075E']"
20004066,"['MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317 1', 'MAT2317 2', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507', 'PHI1002 3']","['MAT2315E', 'MAT2315', 'MAT3372', 'PHI1002', 'MAT2406', 'MAT2317', 'MAT3365', 'MAT3507', 'MAT2314']"
20004071,"['BIO2203 6', 'BIO3201 1', 'BIO3258 1', 'MAT1101 1', 'PHI1002 10']","['BIO3201', 'BIO2203', 'MAT1101', 'PHI1002', 'BIO3258']"
20004073,"['BIO2203 5', 'BIO3258 3', 'CHE1081 8', 'GEO1050 3', 'MAT1101 6', 'PHI1002 5', 'POL1001 2']","['GEO1050', 'POL1001', 'BIO2203', 'MAT1101', 'CHE1081', 'PHI1002', 'BIO3258']"
20004075,"['GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'HIS1056 5']","['GEO4074', 'GEO4071', 'GEO3400', 'GEO4075', 'GEO3403', 'GEO4073', 'GEO4057', 'GEO4070', 'HIS1056']"
20004081,"['GEO3263', 'GEO3269', 'GEO3304', 'GEO3305', 'HIS1001 12', 'PHY1103 12']","['HIS1001', 'GEO3305', 'GEO3304', 'GEO3269', 'PHY1103', 'GEO3263']"
20004085,"['PHY1113 5', 'PHY2004', 'PHY2304 1', 'PHY3301 1']","['PHY2004', 'PHY3301', 'PHY1113', 'PHY2304']"
20004087,"['HIS1001 9', 'PHY2206 1', 'PHY2304 4', 'PHY2310', 'PHY2404 TNL', 'PHY3302', 'POL1001 4']","['PHY2310', 'PHY2206', 'POL1001', 'PHY3302', 'PHY2304', 'HIS1001', 'PHY2404']"
20004098,"['CHE1048', 'CHE1075', 'CHE1084', 'CHE1085 1', 'CHE1085 2', 'CHE1085 3', 'CHE1091 1', 'POL1001 10']","['CHE1084', 'CHE1048', 'CHE1085', 'POL1001', 'CHE1075', 'CHE1091']"
20004100,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 2', 'HIS1001 12', 'MAT1091 1']","['EVF2032', 'EVF2007', 'MAT1091', 'BIO3191', 'BIO3190', 'EVS4071', 'HIS1001']"
20004103,"['CHE1052', 'CHE1054 10', 'CHE1054 11', 'CHE1054 12', 'CHE1054 13', 'CHE1054 14', 'CHE1054 15', 'CHE1054 1CLCHD', 'CHE1054 2CLCHD', 'CHE1054 3CLCHD', 'CHE1054 4CLCHD', 'CHE1054 5CLCCNKTHH', 'CHE1054 9', 'CHE2018', 'CHE2019 1', 'CHE2019 2', 'CHE2019 3CLCCNH', 'CHE2019 4CLCCNH', 'CHE2019 5CLCHD', 'CHE2021', 'PHI1002 1', 'POL1001 2']","['CHE2018', 'POL1001', 'CHE1052', 'PHI1002', 'CHE1054', 'CHE2021', 'CHE2019']"
20004114,"['EVS2301 2', 'EVS3242 3', 'EVS3453', 'EVS3455', 'EVS3459 TTKHMT', 'EVS3460', 'EVS3464 CLCCNKTMT', 'PHI1002 5']","['EVS3459', 'EVS3453', 'EVS3460', 'EVS3242', 'EVS2301', 'EVS3455', 'PHI1002', 'EVS3464']"
20004117,"['CHE2110E TTH', 'CHE2113 2TTH', 'CHE2118E TTH', 'CHE2119 1TNH', 'CHE2119 2TTH', 'CHE2120E TTH', 'GEO1050 4', 'HIS1001 8', 'MAT1092 12TTH']","['GEO1050', 'CHE2118E', 'MAT1092', 'CHE2113', 'CHE2120E', 'HIS1001', 'CHE2110E', 'CHE2119']"
20004121,"['BIO2203 5', 'BIO3258 3', 'HIS1001 11', 'MAT1101 6', 'POL1001 10']","['POL1001', 'BIO2203', 'MAT1101', 'HIS1001', 'BIO3258']"
20004126,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 2', 'HIS1001 11']","['EVF2032', 'EVF2007', 'BIO3191', 'BIO3190', 'EVS4071', 'HIS1001']"
20004127,"['CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 3CLCHD', 'CHE3302 1CLCHD', 'HIS1001 4', 'PHI1002 5', 'POL1001 3']","['POL1001', 'CHE3300', 'CHE3302', 'CHE2114E', 'HIS1001', 'PHI1002', 'CHE1075E']"
20004128,"['BIO2203 6', 'BIO3201 1', 'BIO3258 1', 'GEO1050 6', 'MAT1101 1', 'MAT2403 2', 'MAT3506', 'MAT3514 2', 'PHI1002 10', 'PHI1002 7']","['GEO1050', 'MAT3514', 'BIO3201', 'PHI1002', 'MAT2403', 'BIO2203', 'MAT1101', 'MAT3506', 'BIO3258']"
20004129,"['HIS1056 5', 'PHY2304 2', 'PHY3314', 'PHY3317', 'PHY3343']","['PHY3317', 'PHY2304', 'PHY3314', 'PHY3343', 'HIS1056']"
20004130,"['CHE1080 1', 'HIS1001 3', 'PHY2206 1', 'PHY2304 4', 'PHY2310', 'PHY2404 TNL']","['PHY2310', 'PHY2206', 'PHY2304', 'HIS1001', 'PHY2404', 'CHE1080']"
20004146,"['BIO2203 5', 'BIO3258 1', 'CHE1081 8', 'GEO1050 3', 'PHI1002 12']","['GEO1050', 'BIO2203', 'CHE1081', 'PHI1002', 'BIO3258']"
20004155,"['MAT2403 4CLCMTKHTT', 'MAT3500 2', 'MAT3517E 2CLCMTKHTT', 'MAT3551E 2CLCMTKHTT', 'PHI1002 3']","['MAT3500', 'MAT3551E', 'MAT3517E', 'PHI1002', 'MAT2403']"
20004165,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 5', 'HIS1001 5', 'POL1001 8']","['EVF2032', 'EVF2007', 'POL1001', 'BIO3191', 'BIO3190', 'EVS4071', 'HIS1001']"
20004168,"['HIS1001 8', 'MAT2403 3', 'MAT3506', 'MAT3514 1', 'PHI1002 1']","['MAT3514', 'PHI1002', 'HIS1001', 'MAT3506', 'MAT2403']"
20004173,"['BIO3356 3CLCCNS', 'CHE1057 2', 'CHE1081 12CLCCNS', 'MAT1192 4', 'PHI1002 1', 'PHY1103 5']","['BIO3356', 'PHY1103', 'MAT1192', 'CHE1057', 'CHE1081', 'PHI1002']"
20004176,"['HIS1001 12', 'MAT2301 3', 'MAT2303 4', 'PHI1002 8', 'POL1001 9']","['MAT2303', 'POL1001', 'HIS1001', 'MAT2301', 'PHI1002']"
20004179,"['BIO2203 4', 'BIO2204 4', 'BIO2205 CLCCNS', 'PHI1002 3', 'PHY1103 4', 'POL1001 8']","['BIO2204', 'POL1001', 'BIO2203', 'PHY1103', 'PHI1002', 'BIO2205']"
20004180,"['HIS1001 1', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317 1', 'MAT2317 2', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507']","['MAT2315E', 'MAT2315', 'MAT3372', 'MAT3507', 'MAT2406', 'HIS1001', 'MAT3365', 'MAT2317', 'MAT2314']"
20004204,"['BIO2400E 2CLCCNS', 'BIO3182 5CLCCNS', 'BIO3356 5CLCCNS', 'BIO3803E 6CLCCNS', 'BIO4071', 'BIO4072', 'BIO4073', 'BIO4074E QTS', 'BIO4076', 'BIO4076 2TNS', 'CHE1057 6CLCCNS', 'POL1001 12']","['BIO3356', 'BIO3803E', 'POL1001', 'BIO3182', 'BIO4071', 'BIO4074E', 'BIO4076', 'CHE1057', 'BIO2400E', 'BIO4072', 'BIO4073']"
20004215,"['CHE1080 2', 'EVS2301 1', 'EVS3241', 'HIS1001 1', 'MAT2403 2', 'MAT3506', 'MAT3514 1', 'PHI1002 12', 'PHY1100 8', 'PHY1103 11', 'POL1001 9']","['MAT3514', 'EVS3241', 'CHE1080', 'PHY1100', 'POL1001', 'PHI1002', 'EVS2301', 'HIS1001', 'PHY1103', 'MAT3506', 'MAT2403']"
20004218,"['CHE1057 2', 'CHE1075E 2CLCHD', 'CHE2114E 1CLCHD', 'CHE3300 4CLCHD', 'CHE3301 1CLCHD', 'CHE3301 2CLCHD', 'CHE3301 3CLCHD', 'CHE3301 4CLCHD', 'CHE3301 5CLCHD', 'CHE3301 6CLCCNH', 'CHE3302 2CLCHD', 'CHE3303', 'CHE3303 2TNH', 'CHE3303 3TNH', 'CHE3303 4', 'CHE4052', 'E340 TTKHMT', 'HIS1001 7', 'PHI1002 6']","['CHE3301', 'CHE4052', 'CHE3300', 'CHE3303', 'CHE3302', 'CHE2114E', 'CHE1057', 'HIS1001', 'PHI1002', 'CHE1075E', 'E340']"
20004222,"['HIS1001 7', 'HIS1056 2', 'PHY2206 2', 'PHY2304 5', 'PHY2310', 'PHY2404 TNL', 'PHY3301 1']","['PHY2310', 'PHY3301', 'PHY2206', 'PHY2304', 'HIS1001', 'PHY2404', 'HIS1056']"
20004223,"['EVS3232', 'EVS3240 1', 'EVS3240 2', 'EVS3240 3', 'EVS3240 4', 'EVS3240 5', 'PHY1020 2']","['EVS3240', 'EVS3232', 'PHY1020']"
20004235,"['CHE1080 3', 'GEO2319', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305']","['GEO3305', 'GEO3304', 'GEO2319', 'GEO3266', 'GEO3263', 'CHE1080']"
20004242,"['CHE1075', 'CHE1079', 'CHE1091 1', 'CHE2018', 'CHE2019 1', 'CHE2019 2', 'CHE2019 3CLCCNH', 'CHE2019 4CLCCNH', 'CHE2019 5CLCHD', 'CHE2021', 'POL1001 4']","['CHE2018', 'CHE1079', 'POL1001', 'CHE1075', 'CHE1091', 'CHE2021', 'CHE2019']"
20004245,"['GEO2304', 'GEO2313', 'GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'HIS1001 3', 'MAT1101 11']","['GEO4074', 'GEO4071', 'GEO2304', 'GEO3400', 'GEO4075', 'GEO3403', 'GEO2313', 'GEO4073', 'GEO4057', 'MAT1101', 'HIS1001', 'GEO4070']"
20004249,"['BIO2203 5', 'BIO3258 3', 'CHE1081 10', 'MAT1101 9', 'PHI1002 12']","['BIO2203', 'MAT1101', 'CHE1081', 'PHI1002', 'BIO3258']"
20004257,"['CHE1080 1', 'EVS3242 3', 'EVS3453', 'EVS3455', 'EVS3459 TTKHMT', 'EVS3460', 'EVS3464 CLCCNKTMT', 'PHI1002 7']","['EVS3459', 'EVS3453', 'EVS3460', 'EVS3242', 'EVS3455', 'PHI1002', 'EVS3464', 'CHE1080']"
20004260,"['GEO3119', 'GEO3120', 'GEO3121', 'GEO3138', 'MAT1091 10', 'POL1001 2']","['MAT1091', 'POL1001', 'GEO3119', 'GEO3120', 'GEO3121', 'GEO3138']"
20004264,"['CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3302 1CLCHD', 'HIS1001 3']","['HIS1001', 'CHE3302', 'CHE2114E', 'CHE1075E']"
20004265,"['CHE1075E 2CLCHD', 'CHE2114E 2CLCHD', 'CHE2115 1TNH', 'CHE2115 2TTH', 'CHE2116 TNH', 'CHE2116E TTH', 'CHE3300 4CLCHD', 'CHE3301 1CLCHD', 'CHE3301 2CLCHD', 'CHE3301 3CLCHD', 'CHE3301 4CLCHD', 'CHE3301 5CLCHD', 'CHE3301 6CLCCNH', 'CHE3302 2CLCHD', 'CHE3303', 'CHE3303 2TNH', 'CHE3303 3TNH', 'CHE3303 4', 'CHE4052', 'E340 TTKHMT']","['CHE3301', 'CHE2115', 'CHE4052', 'CHE3300', 'CHE3303', 'CHE3302', 'CHE2114E', 'CHE2116E', 'CHE1075E', 'E340', 'CHE2116']"
20004280,"['GEO1050 2', 'HIS1001 10', 'MAT2403 2', 'MAT3506', 'MAT3514 1']","['GEO1050', 'MAT3514', 'HIS1001', 'MAT3506', 'MAT2403']"
20004285,"['MAT2317 4CLCMTKHTT', 'MAT2403 4CLCMTKHTT', 'MAT3500 3CLCMTKHTT', 'MAT3551E 2CLCMTKHTT', 'POL1001 3']","['POL1001', 'MAT3500', 'MAT3551E', 'MAT2317', 'MAT2403']"
20004287,"['CHE1075E 2CLCHD', 'CHE2114E 2CLCHD', 'CHE2115 1TNH', 'CHE2115 2TTH', 'CHE2116 TNH', 'CHE2116E TTH', 'CHE3300 4CLCHD', 'CHE3301 1CLCHD', 'CHE3301 2CLCHD', 'CHE3301 3CLCHD', 'CHE3301 4CLCHD', 'CHE3301 5CLCHD', 'CHE3301 6CLCCNH', 'CHE3302 2CLCHD', 'CHE3303', 'CHE3303 2TNH', 'CHE3303 3TNH', 'CHE3303 4', 'CHE4052', 'E340 TTKHMT', 'HIS1001 3']","['HIS1001', 'CHE3301', 'CHE2115', 'CHE4052', 'CHE3300', 'CHE3303', 'CHE3302', 'CHE2114E', 'CHE2116E', 'CHE1075E', 'E340', 'CHE2116']"
20004298,"['GEO2319', 'GEO2320 2', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305']","['GEO3305', 'GEO3304', 'GEO2319', 'GEO3266', 'GEO3263', 'GEO2320']"
20004299,"['MAT2403 4CLCMTKHTT', 'MAT3517E 1CLCMTKHTT', 'MAT3551E 1CLCMTKHTT', 'PHI1002 11', 'PHY1103 13CLCMTKHTT']","['MAT3551E', 'MAT3517E', 'PHY1103', 'PHI1002', 'MAT2403']"
20004300,"['GEO1050 2', 'MAT2034', 'MAT2318 1', 'MAT2403 3', 'MAT3507', 'MAT3533', 'PHI1002 10', 'PHY1103 6']","['PHY1103', 'GEO1050', 'MAT3533', 'PHI1002', 'MAT2034', 'MAT3507', 'MAT2318', 'MAT2403']"
20004308,"['GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'MAT1091 3', 'MAT1101 9', 'PHI1002 1', 'POL1001 1']","['GEO4074', 'GEO4071', 'GEO3400', 'GEO4075', 'GEO3403', 'MAT1091', 'POL1001', 'GEO4073', 'GEO4057', 'MAT1101', 'GEO4070', 'PHI1002']"
20004316,"['HIS1001 6', 'MAT2403 3', 'MAT3514 2', 'PHI1002 1', 'PHY1100 8']","['MAT3514', 'PHY1100', 'HIS1001', 'PHI1002', 'MAT2403']"
20004319,"['GEO3400', 'GEO3403', 'GEO4057', 'GEO4070', 'GEO4071', 'GEO4073', 'GEO4074', 'GEO4075', 'HIS1001 6', 'MAT1101 4']","['GEO4074', 'GEO4071', 'GEO3400', 'GEO4075', 'GEO3403', 'GEO4073', 'GEO4057', 'MAT1101', 'HIS1001', 'GEO4070']"
20004342,"['HIS1001 11', 'HIS1056 3', 'MAT2403 1', 'MAT3379', 'MAT3381', 'MAT3514 2']","['MAT3381', 'MAT3514', 'MAT3379', 'HIS1001', 'HIS1056', 'MAT2403']"
20004348,"['BIO2201 4', 'BIO2203 6', 'BIO3258 2', 'MAT1101 6']","['MAT1101', 'BIO2201', 'BIO3258', 'BIO2203']"
20004350,"['BIO2400E 5CLCCNS', 'BIO3182 4CLCCNS', 'BIO3803E 4CLCCNS', 'CHE1057 5CLCCNS', 'PHI1002 2']","['BIO3803E', 'BIO3182', 'CHE1057', 'BIO2400E', 'PHI1002']"
20004357,"['PHY2502 2', 'PHY3609 1', 'PHY3624 1']","['PHY2502', 'PHY3624', 'PHY3609']"
20004362,"['CHE1091 1', 'CHE2018', 'CHE2019 1', 'CHE2019 2', 'CHE2019 3CLCCNH', 'CHE2019 4CLCCNH', 'CHE2019 5CLCHD', 'CHE3300 2', 'HIS1001 8']","['CHE2018', 'CHE3300', 'CHE1091', 'HIS1001', 'CHE2019']"
20004364,"['CHE1079E CLCCNH', 'CHE1091 8CLCCNH', 'CHE1092', 'CHE1092 2TNH', 'CHE1129 CLCCNH', 'CHE1133 1CLCCNH', 'CHE1133 2CLCHD', 'CHE1133 3TNH', 'CHE1133E TTH', 'CHE2021 2CLCCNH', 'PHI1002 11']","['CHE1092', 'CHE1133E', 'CHE1079E', 'CHE1129', 'CHE1091', 'CHE2021', 'PHI1002', 'CHE1133']"
20004366,"['MAT2318 2', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9', 'PHY1100 7', 'PHY1103 11']","['PHI1006', 'PHY1100', 'PHY1103', 'PHI1002', 'MAT2318']"
20004369,"['HIS1001 4', 'MAT2403 4CLCMTKHTT', 'MAT3517E 1CLCMTKHTT', 'MAT3551E 2CLCMTKHTT', 'POL1001 8']","['POL1001', 'MAT3551E', 'HIS1001', 'MAT3517E', 'MAT2403']"
20004370,"['HIS1001 6', 'MAT2308', 'MAT2310', 'MAT3300 1', 'MAT3305', 'MAT3344 2', 'POL1001 10']","['MAT3300', 'MAT2308', 'MAT3305', 'MAT3344', 'MAT2310', 'POL1001', 'HIS1001']"
20004373,"['BIO2400E 1CLCCNS', 'BIO3182 1CLCCNS', 'BIO3356 1CLCCNS', 'BIO3803E 1CLCCNS', 'CHE1057 5CLCCNS', 'PHI1002 11', 'POL1001 12']","['BIO3356', 'BIO3803E', 'POL1001', 'BIO3182', 'CHE1057', 'BIO2400E', 'PHI1002']"
20004382,"['CHE1080 1', 'PHI1002 10', 'PHY2310', 'PHY2404 TNL']","['PHY2310', 'PHY2404', 'PHI1002', 'CHE1080']"
20004386,"['HIS1001 5', 'PHY2206 3', 'PHY2304 2', 'PHY2310', 'PHY2404 TNL', 'PHY3301 1']","['PHY2310', 'PHY3301', 'PHY2206', 'PHY2304', 'HIS1001', 'PHY2404']"
20004397,"['GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'PHI1002 10', 'PHY1103 6', 'POL1001 4']","['GEO3305', 'GEO3304', 'POL1001', 'GEO3266', 'PHY1103', 'PHI1002', 'GEO3263']"
20004400,"['PHI1002 6', 'PHY2304 6', 'PHY2502 2', 'PHY3302', 'PHY3609 2', 'PHY3610 1', 'PHY3610 2', 'PHY3610 3', 'PHY3610 4TNL', 'PHY3610E QTL', 'PHY3623 1', 'PHY3623 2', 'PHY3624 1']","['PHY3610', 'PHY3610E', 'PHY3624', 'PHY3623', 'PHY3302', 'PHY2502', 'PHY3609', 'PHI1002', 'PHY2304']"
20004404,"['CHE1048', 'CHE1084', 'CHE1085 1', 'CHE1085 2', 'CHE1085 3', 'CHE1090', 'PHI1002 6']","['CHE1084', 'CHE1090', 'CHE1048', 'CHE1085', 'PHI1002']"
20004408,"['EVS2301 1', 'EVS3241', 'EVS3250 1', 'EVS4071 1', 'HIS1001 1']","['EVS3241', 'EVS3250', 'EVS2301', 'EVS4071', 'HIS1001']"
20004410,"['BIO2203 3', 'BIO2204 4', 'BIO2205 CLCCNS', 'HIS1001 10', 'MAT1101 9', 'PHI1002 8']","['PHI1002', 'BIO2203', 'MAT1101', 'HIS1001', 'BIO2204', 'BIO2205']"
20004416,"['MAT2318 1', 'PHY2304 6', 'PHY2502 1', 'PHY3609 1', 'PHY3624 1']","['PHY3624', 'PHY2502', 'PHY2304', 'PHY3609', 'MAT2318']"
20004437,"['HIS1001 7', 'PHY2004 2QTL', 'PHY2304E QTL', 'PHY3163 2QTL', 'PHY3605E QTL', 'POL1001 12']","['POL1001', 'PHY2304E', 'PHY3605E', 'PHY3163', 'HIS1001', 'PHY2004']"
20004443,"['EVS2301 1', 'EVS3241', 'EVS3250 2', 'EVS4071 1', 'MAT1101 6', 'PHY1103 5']","['EVS3241', 'EVS3250', 'EVS2301', 'MAT1101', 'EVS4071', 'PHY1103']"
